X,Channel,Line,Sex,Rep,Light_status,mean_sleep_per_ind,Line_pooled
194,adj_Monitor8_ch26,208wt,M,1,Day,0.528935185,208wt
182,adj_Monitor8_ch27,208wt,M,1,Day,0.563425926,208wt
312,adj_Monitor8_ch28,208wt,M,1,Day,0.451388889,208wt
87,adj_Monitor8_ch29,208wt,M,1,Day,0.611342593,208wt
169,adj_Monitor8_ch3,208wt,M,1,Day,0.45625,208wt
105,adj_Monitor8_ch30,208wt,M,1,Day,0.347222222,208wt
151,adj_Monitor8_ch31,208wt,M,1,Day,0.7125,208wt
243,adj_Monitor8_ch32,208wt,M,1,Day,0.491435185,208wt
346,adj_Monitor8_ch4,208wt,M,1,Day,0.587731481,208wt
295,adj_Monitor8_ch5,208wt,M,1,Day,0.509490741,208wt
341,adj_Monitor8_ch6,208wt,M,1,Day,0.563194444,208wt
222,adj_Monitor8_ch7,208wt,M,1,Day,0.658564815,208wt
7,adj_Monitor8_ch8,208wt,M,1,Day,0.49837963,208wt
400,adj_Monitor8_ch9,208wt,M,1,Day,0.593287037,208wt
