Channel,Line,Sex,Rep,Light_cycle,bout_length,Line_pooled
adj_Monitor8_ch11,208wt,M,1,LD,30.74418605,208wt
adj_Monitor8_ch12,208wt,M,1,LD,42.01923077,208wt
adj_Monitor8_ch13,208wt,M,1,LD,28.1097561,208wt
adj_Monitor8_ch14,208wt,M,1,LD,49.85106383,208wt
adj_Monitor8_ch15,208wt,M,1,LD,40.32,208wt
adj_Monitor8_ch16,208wt,M,1,LD,48.09090909,208wt
adj_Monitor8_ch17,208wt,M,1,LD,49.8,208wt
adj_Monitor8_ch18,208wt,M,1,LD,35.78,208wt
adj_Monitor8_ch19,208wt,M,1,LD,39.36956522,208wt
adj_Monitor8_ch2,208wt,M,1,LD,33.21052632,208wt
adj_Monitor8_ch20,208wt,M,1,LD,44.66666667,208wt
adj_Monitor8_ch21,208wt,M,1,LD,42.66071429,208wt
adj_Monitor8_ch22,208wt,M,1,LD,40.66666667,208wt
adj_Monitor8_ch23,208wt,M,1,LD,42.22413793,208wt
adj_Monitor8_ch24,208wt,M,1,LD,45.47368421,208wt
adj_Monitor8_ch25,208wt,M,1,LD,49.91666667,208wt
adj_Monitor8_ch26,208wt,M,1,LD,38.06896552,208wt
adj_Monitor8_ch27,208wt,M,1,LD,35.35820896,208wt
adj_Monitor8_ch28,208wt,M,1,LD,36.28301887,208wt
adj_Monitor8_ch29,208wt,M,1,LD,33.98648649,208wt
adj_Monitor8_ch3,208wt,M,1,LD,38.28571429,208wt
adj_Monitor8_ch30,208wt,M,1,LD,23.41935484,208wt
adj_Monitor8_ch31,208wt,M,1,LD,50.29310345,208wt
adj_Monitor8_ch32,208wt,M,1,LD,36.92727273,208wt
adj_Monitor8_ch4,208wt,M,1,LD,44,208wt
adj_Monitor8_ch5,208wt,M,1,LD,41.71153846,208wt
adj_Monitor8_ch6,208wt,M,1,LD,36.66153846,208wt
adj_Monitor8_ch7,208wt,M,1,LD,76.35135135,208wt
adj_Monitor8_ch8,208wt,M,1,LD,33.23809524,208wt
adj_Monitor15_ch1,208wt,F,1,LD,36.6,208wt
adj_Monitor15_ch18,208wt,F,1,LD,30.17948718,208wt
adj_Monitor73_ch2,208wt,F,2,LD,11.91666667,208wt
adj_Monitor73_ch28,208wt,F,2,LD,39.56,208wt
adj_Monitor8_ch9,208wt,M,1,LD,36.07142857,208wt
adj_Monitor15_ch2,208wt,F,1,LD,28.33333333,208wt
adj_Monitor15_ch4,208wt,F,1,LD,20.30555556,208wt
adj_Monitor73_ch10,208wt,F,2,LD,38.9047619,208wt
adj_Monitor73_ch17,208wt,F,2,LD,41.83333333,208wt
