Channel,Line,Sex,Rep,Light_cycle,bout_length,Line_pooled
adj_Monitor15_ch7,208wt,F,1,LD,68.75510204,208wt
adj_Monitor6_ch20,208wt,M,2,LD,92.20454545,208wt
adj_Monitor6_ch32,208wt,M,2,LD,47.55555556,208wt
adj_Monitor73_ch14,208wt,F,2,LD,49.98245614,208wt
adj_Monitor73_ch29,208wt,F,2,LD,88.14705882,208wt
adj_Monitor8_ch21,208wt,M,1,LD,50.78,208wt
adj_Monitor8_ch26,208wt,M,1,LD,48.47916667,208wt
adj_Monitor8_ch4,208wt,M,1,LD,58.19230769,208wt
adj_Monitor15_ch18,208wt,F,1,LD,134.6666667,208wt
adj_Monitor15_ch28,208wt,F,1,LD,105.0714286,208wt
adj_Monitor6_ch3,208wt,M,2,LD,158.8125,208wt
adj_Monitor8_ch25,208wt,M,1,LD,104.2777778,208wt
adj_Monitor8_ch24,208wt,M,1,LD,63.44827586,208wt
adj_Monitor15_ch20,208wt,F,1,LD,121.5,208wt
adj_Monitor15_ch24,208wt,F,1,LD,87.05263158,208wt
adj_Monitor6_ch14,208wt,M,2,LD,58.91304348,208wt
adj_Monitor73_ch5,208wt,F,2,LD,155.2608696,208wt
