X,Channel,Line,Sex,Rep,Light_status,mean_sleep_per_ind,Line_pooled
624,adj_Monitor8_ch17,208wt,M,1,Night,0.229842447,208wt
730,adj_Monitor8_ch18,208wt,M,1,Night,0.370713624,208wt
951,adj_Monitor8_ch19,208wt,M,1,Night,0.549582947,208wt
630,adj_Monitor8_ch2,208wt,M,1,Night,0.605885079,208wt
834,adj_Monitor8_ch20,208wt,M,1,Night,0.480305839,208wt
698,adj_Monitor8_ch21,208wt,M,1,Night,0.604726599,208wt
800,adj_Monitor8_ch22,208wt,M,1,Night,0.539156627,208wt
785,adj_Monitor8_ch23,208wt,M,1,Night,0.425625579,208wt
511,adj_Monitor8_ch24,208wt,M,1,Night,0.43952734,208wt
856,adj_Monitor8_ch25,208wt,M,1,Night,0.438832252,208wt
555,adj_Monitor8_ch26,208wt,M,1,Night,0.59244671,208wt
488,adj_Monitor8_ch27,208wt,M,1,Night,0.658943466,208wt
812,adj_Monitor8_ch28,208wt,M,1,Night,0.448100093,208wt
765,adj_Monitor8_ch29,208wt,M,1,Night,0.522474513,208wt
771,adj_Monitor8_ch3,208wt,M,1,Night,0.398980538,208wt
848,adj_Monitor8_ch30,208wt,M,1,Night,0.384615385,208wt
504,adj_Monitor8_ch31,208wt,M,1,Night,0.62557924,208wt
757,adj_Monitor8_ch32,208wt,M,1,Night,0.530583874,208wt
732,adj_Monitor8_ch4,208wt,M,1,Night,0.352873031,208wt
650,adj_Monitor8_ch5,208wt,M,1,Night,0.435356812,208wt
865,adj_Monitor8_ch6,208wt,M,1,Night,0.520852641,208wt
832,adj_Monitor8_ch7,208wt,M,1,Night,0.395505097,208wt
514,adj_Monitor8_ch8,208wt,M,1,Night,0.709453197,208wt
572,adj_Monitor8_ch9,208wt,M,1,Night,0.738646895,208wt
