Channel,Line,Sex,Rep,Light_cycle,bout_length,Line_pooled
adj_Monitor8_ch19,208wt,M,1,LD,28.74683544,208wt
adj_Monitor8_ch2,208wt,M,1,LD,24.71428571,208wt
adj_Monitor8_ch20,208wt,M,1,LD,32.89189189,208wt
adj_Monitor8_ch21,208wt,M,1,LD,24.4125,208wt
adj_Monitor8_ch22,208wt,M,1,LD,41.31746032,208wt
adj_Monitor8_ch23,208wt,M,1,LD,34.38028169,208wt
adj_Monitor8_ch24,208wt,M,1,LD,47.02040816,208wt
adj_Monitor8_ch25,208wt,M,1,LD,41.92753623,208wt
adj_Monitor8_ch26,208wt,M,1,LD,25.47252747,208wt
adj_Monitor8_ch27,208wt,M,1,LD,20.08602151,208wt
adj_Monitor8_ch28,208wt,M,1,LD,37.25757576,208wt
adj_Monitor8_ch29,208wt,M,1,LD,17.01666667,208wt
adj_Monitor8_ch3,208wt,M,1,LD,27.71276596,208wt
adj_Monitor8_ch30,208wt,M,1,LD,33.2195122,208wt
adj_Monitor8_ch31,208wt,M,1,LD,15.63541667,208wt
adj_Monitor8_ch32,208wt,M,1,LD,26.6,208wt
adj_Monitor8_ch4,208wt,M,1,LD,28.66666667,208wt
adj_Monitor8_ch5,208wt,M,1,LD,33.05882353,208wt
adj_Monitor8_ch6,208wt,M,1,LD,26.76923077,208wt
adj_Monitor8_ch7,208wt,M,1,LD,39.76470588,208wt
adj_Monitor8_ch8,208wt,M,1,LD,22.87640449,208wt
adj_Monitor8_ch9,208wt,M,1,LD,19.98837209,208wt
adj_Monitor15_ch2,208wt,F,1,LD,79.45,208wt
adj_Monitor73_ch2,208wt,F,2,LD,115.8421053,208wt
